Departure_AirportCode,Departure_ScheduledTimeLocal_DateTime,Departure_ScheduledTimeUTC_DateTime,Departure_ActualTimeLocal_DateTime,Departure_ActualTimeUTC_DateTime,Departure_TimeStatus_Code,Departure_TimeStatus_Definition,Departure_Terminal_Name,Departure_Terminal_Gate,Arrival_AirportCode,Arrival_ScheduledTimeLocal_DateTime,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeLocal_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code,Arrival_TimeStatus_Definition,Arrival_Terminal_Name,MarketingCarrier_AirlineID,MarketingCarrier_FlightNumber,OperatingCarrier_AirlineID,OperatingCarrier_FlightNumber,Equipment_AircraftCode,Equipment_AircraftRegistration,FlightStatus_Code,FlightStatus_Definition,ServiceType,Arrival_Terminal_Gate,Arrival_EstimatedTimeLocal_DateTime,Arrival_EstimatedTimeUTC_DateTime,Departure_EstimatedTimeLocal_DateTime,Departure_EstimatedTimeUTC_DateTime
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:29,2024-09-24T08:29Z,OT,Flight On Time,1,Z69,SFO,2024-09-24T12:40,2024-09-24T19:40Z,2024-09-24T12:40,2024-09-24T19:40Z,OT,Flight On Time,I,LH,454,LH,454,74H,DABYO,LD,Flight Landed,Passenger,G13,,,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:44,2024-09-24T08:44Z,DL,Flight Delayed,1,B30,CAI,2024-09-24T15:35,2024-09-24T12:35Z,2024-09-24T15:41,2024-09-24T12:41Z,DL,Flight Delayed,3,LH,582,LH,582,32Q,DAIEB,LD,Flight Landed,Passenger,,2024-09-24T16:00,2024-09-24T13:00Z,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:30,2024-09-24T08:30Z,OT,Flight On Time,1,A50,ARN,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T12:32,2024-09-24T10:32Z,OT,Flight On Time,5,LH,802,LH,802,32M,DAIDA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:23,2024-09-24T08:23Z,FE,Flight Early,1,A02,SVG,2024-09-24T12:15,2024-09-24T10:15Z,2024-09-24T12:11,2024-09-24T10:11Z,FE,Flight Early,,LH,878,LH,878,319,DAIBG,LD,Flight Landed,Passenger,013,,,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:30,2024-09-24T08:30Z,OT,Flight On Time,1,B45,DUB,2024-09-24T11:35,2024-09-24T10:35Z,2024-09-24T11:37,2024-09-24T10:37Z,OT,Flight On Time,1,LH,978,LH,978,321,DAIRO,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:53,2024-09-24T08:53Z,DL,Flight Delayed,1,A17,KRK,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:13,2024-09-24T10:13Z,DL,Flight Delayed,,LH,1384,LH,1384,32V,DAIWH,LD,Flight Landed,Passenger,,2024-09-24T12:41,2024-09-24T10:41Z,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T11:00,2024-09-24T09:00Z,DL,Flight Delayed,1,B12,WAW,2024-09-24T12:10,2024-09-24T10:10Z,2024-09-24T12:38,2024-09-24T10:38Z,DL,Flight Delayed,,LO,382,LO,382,7M8,SPLVB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:25,2024-09-24T08:25Z,2024-09-24T10:57,2024-09-24T08:57Z,DL,Flight Delayed,1,A32,DBV,2024-09-24T12:10,2024-09-24T10:10Z,,,DL,Flight Delayed,,OU,419,OU,419,319,9ACTH,DP,Flight Departed,Passenger,,2024-09-24T12:42,2024-09-24T10:42Z,,
FRA,2024-09-24T10:30,2024-09-24T08:30Z,2024-09-24T11:24,2024-09-24T09:24Z,DL,Flight Delayed,1,Z58,IAD,2024-09-24T13:30,2024-09-24T17:30Z,2024-09-24T13:46,2024-09-24T17:46Z,DL,Flight Delayed,,LH,416,LH,416,346,DAIHY,LD,Flight Landed,Passenger,B45,,,,
FRA,2024-09-24T10:30,2024-09-24T08:30Z,2024-09-24T11:01,2024-09-24T09:01Z,DL,Flight Delayed,1,Z25,LAX,2024-09-24T13:00,2024-09-24T20:00Z,2024-09-24T13:01,2024-09-24T20:01Z,DL,Flight Delayed,B,LH,456,LH,456,74H,DABYD,LD,Flight Landed,Passenger,,2024-09-24T13:32,2024-09-24T20:32Z,,
FRA,2024-09-24T10:35,2024-09-24T08:35Z,2024-09-24T10:48,2024-09-24T08:48Z,OT,Flight On Time,1,C06,ADB,2024-09-24T14:45,2024-09-24T11:45Z,2024-09-24T14:43,2024-09-24T11:43Z,FE,Flight Early,,XQ,911,XQ,911,7M8,TCSMJ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T11:19,2024-09-24T09:19Z,DL,Flight Delayed,1,B04,PMI,2024-09-24T12:50,2024-09-24T10:50Z,2024-09-24T13:20,2024-09-24T11:20Z,DL,Flight Delayed,,DE,1504,DE,1504,75T,DABOG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T11:11,2024-09-24T09:11Z,DL,Flight Delayed,1,A24,FCO,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T12:51,2024-09-24T10:51Z,DL,Flight Delayed,1,LH,232,LH,232,321,DAIRH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:40,2024-09-24T08:40Z,2024-09-24T10:44,2024-09-24T08:44Z,OT,Flight On Time,1,A58,TOS,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T13:51,2024-09-24T11:51Z,FE,Flight Early,,LH,870,LH,870,319,DAIBA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:45,2024-09-24T08:45Z,2024-09-24T10:56,2024-09-24T08:56Z,OT,Flight On Time,1,Z62,MIA,2024-09-24T14:40,2024-09-24T18:40Z,2024-09-24T14:37,2024-09-24T18:37Z,FE,Flight Early,,LH,462,LH,462,74H,DABYM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:45,2024-09-24T08:45Z,2024-09-24T11:00,2024-09-24T09:00Z,OT,Flight On Time,1,Z54,SEA,2024-09-24T12:15,2024-09-24T19:15Z,2024-09-24T13:03,2024-09-24T20:03Z,DL,Flight Delayed,,LH,490,LH,490,346,DAIHI,LD,Flight Landed,Passenger,S12,,,,
FRA,2024-09-24T10:45,2024-09-24T08:45Z,2024-09-24T10:43,2024-09-24T08:43Z,FE,Flight Early,1,B27,BEG,2024-09-24T12:40,2024-09-24T10:40Z,2024-09-24T12:47,2024-09-24T10:47Z,OT,Flight On Time,2,LH,1406,LH,1406,32A,DAIZZ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:50,2024-09-24T08:50Z,,,NO,No status,1,A18,LIN,2024-09-24T12:00,2024-09-24T10:00Z,,,NO,No status,,LH,272,LH,272,32A,,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T10:50,2024-09-24T08:50Z,2024-09-24T10:54,2024-09-24T08:54Z,OT,Flight On Time,1,Z66,ORD,2024-09-24T12:55,2024-09-24T17:55Z,2024-09-24T12:36,2024-09-24T17:36Z,FE,Flight Early,5,LH,430,LH,430,744,DABVX,LD,Flight Landed,Passenger,M33,,,,
FRA,2024-09-24T10:55,2024-09-24T08:55Z,2024-09-24T11:01,2024-09-24T09:01Z,OT,Flight On Time,1,A40,SKG,2024-09-24T14:25,2024-09-24T11:25Z,,,OT,Flight On Time,,A3,531,A3,531,320,SXDVK,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T10:55,2024-09-24T08:55Z,2024-09-24T10:56,2024-09-24T08:56Z,OT,Flight On Time,2,D52,DUB,2024-09-24T12:10,2024-09-24T11:10Z,,,OT,Flight On Time,2,EI,651,EI,651,320,EIDEG,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T10:55,2024-09-24T08:55Z,2024-09-24T11:26,2024-09-24T09:26Z,DL,Flight Delayed,1,Z50,JFK,2024-09-24T13:25,2024-09-24T17:25Z,2024-09-24T13:35,2024-09-24T17:35Z,DL,Flight Delayed,1,LH,400,LH,400,744,DABVZ,LD,Flight Landed,Passenger,005,2024-09-24T14:06,2024-09-24T18:06Z,,
FRA,2024-09-24T11:00,2024-09-24T09:00Z,2024-09-24T10:59,2024-09-24T08:59Z,FE,Flight Early,1,B10,BCN,2024-09-24T13:05,2024-09-24T11:05Z,2024-09-24T12:54,2024-09-24T10:54Z,FE,Flight Early,1,LH,1130,LH,1130,32A,DAIUA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:05,2024-09-24T09:05Z,2024-09-24T11:12,2024-09-24T09:12Z,OT,Flight On Time,1,B32,GLA,2024-09-24T12:05,2024-09-24T11:05Z,2024-09-24T12:18,2024-09-24T11:18Z,OT,Flight On Time,M,LH,960,LH,960,32N,DAING,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:05,2024-09-24T09:05Z,2024-09-24T11:04,2024-09-24T09:04Z,FE,Flight Early,1,B41,EDI,2024-09-24T12:05,2024-09-24T11:05Z,2024-09-24T11:55,2024-09-24T10:55Z,FE,Flight Early,,LH,962,LH,962,32M,DAIDJ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:29,2024-09-24T09:29Z,DL,Flight Delayed,1,A36,ATH,2024-09-24T14:50,2024-09-24T11:50Z,,,DL,Flight Delayed,,A3,831,A3,831,32Q,SXNAF,DP,Flight Departed,Passenger,,2024-09-24T15:09,2024-09-24T12:09Z,,
FRA,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:25,2024-09-24T09:25Z,OT,Flight On Time,1,Z19,MSP,2024-09-24T13:15,2024-09-24T18:15Z,2024-09-24T13:11,2024-09-24T18:11Z,FE,Flight Early,1,LH,482,LH,482,78S,DABPB,LD,Flight Landed,Passenger,G13,,,,
FRA,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:22,2024-09-24T09:22Z,OT,Flight On Time,1,A56,KEF,2024-09-24T12:55,2024-09-24T12:55Z,2024-09-24T12:54,2024-09-24T12:54Z,FE,Flight Early,,LH,856,LH,856,32Q,DAIEN,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:21,2024-09-24T09:21Z,OT,Flight On Time,1,A13,BIO,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:23,2024-09-24T11:23Z,OT,Flight On Time,,LH,1142,LH,1142,32M,DAIDB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:09,2024-09-24T09:09Z,FE,Flight Early,1,A34,VIE,2024-09-24T12:35,2024-09-24T10:35Z,2024-09-24T12:32,2024-09-24T10:32Z,FE,Flight Early,3,OS,206,OS,206,320,OELBX,LD,Flight Landed,Passenger,F36A,,,,
FRA,2024-09-24T11:10,2024-09-24T09:10Z,2024-09-24T11:28,2024-09-24T09:28Z,DL,Flight Delayed,1,Z22,EWR,2024-09-24T13:35,2024-09-24T17:35Z,,,DL,Flight Delayed,B,UA,961,UA,961,781,N12012,DP,Flight Departed,Passenger,,2024-09-24T13:53,2024-09-24T17:53Z,,
FRA,2024-09-24T11:15,2024-09-24T09:15Z,2024-09-24T11:28,2024-09-24T09:28Z,OT,Flight On Time,2,D16,AUH,2024-09-24T19:25,2024-09-24T15:25Z,,,OT,Flight On Time,A,EY,122,EY,122,781,A6BMB,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T11:15,2024-09-24T09:15Z,2024-09-24T12:03,2024-09-24T10:03Z,DL,Flight Delayed,1,Z23,DTW,2024-09-24T14:15,2024-09-24T18:15Z,2024-09-24T14:57,2024-09-24T18:57Z,DL,Flight Delayed,E,LH,442,LH,442,343,DAIGZ,LD,Flight Landed,Passenger,D05,,,,
FRA,2024-09-24T11:15,2024-09-24T09:15Z,2024-09-24T11:36,2024-09-24T09:36Z,DL,Flight Delayed,1,B23,ABV,2024-09-24T16:20,2024-09-24T15:20Z,2024-09-24T16:44,2024-09-24T15:44Z,DL,Flight Delayed,E,LH,594,LH,594,343,DAIGX,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:15,2024-09-24T09:15Z,2024-09-24T11:39,2024-09-24T09:39Z,DL,Flight Delayed,1,B25,MAA,2024-09-25T00:10,2024-09-24T18:40Z,2024-09-25T01:10,2024-09-24T19:40Z,DL,Flight Delayed,2,LH,758,LH,758,343,DAIFE,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:15,2024-09-24T09:15Z,2024-09-24T11:19,2024-09-24T09:19Z,OT,Flight On Time,1,B31,LCA,2024-09-24T16:00,2024-09-24T13:00Z,2024-09-24T16:00,2024-09-24T13:00Z,OT,Flight On Time,,LH,1292,LH,1292,32M,DAIDG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T10:20,2024-09-24T08:20Z,2024-09-24T11:53,2024-09-24T09:53Z,DL,Flight Delayed,1,Z15,RDU,2024-09-24T13:50,2024-09-24T17:50Z,2024-09-24T14:49,2024-09-24T18:49Z,DL,Flight Delayed,2,LH,408,LH,408,333,DAIKL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:20,2024-09-24T09:20Z,2024-09-24T11:44,2024-09-24T09:44Z,DL,Flight Delayed,1,Z21,DEN,2024-09-24T13:40,2024-09-24T19:40Z,,,DL,Flight Delayed,,UA,181,UA,181,789,N25982,DP,Flight Departed,Passenger,,2024-09-24T14:04,2024-09-24T20:04Z,,
FRA,2024-09-24T11:25,2024-09-24T09:25Z,2024-09-24T11:42,2024-09-24T09:42Z,DL,Flight Delayed,1,A15,FNC,2024-09-24T14:40,2024-09-24T13:40Z,2024-09-24T14:43,2024-09-24T13:43Z,DL,Flight Delayed,,4Y,702,4Y,702,32A,DAIUS,LD,Flight Landed,Passenger,,2024-09-24T15:00,2024-09-24T14:00Z,,
FRA,2024-09-24T11:30,2024-09-24T09:30Z,2024-09-24T11:46,2024-09-24T09:46Z,DL,Flight Delayed,1,C14,TPA,2024-09-24T16:00,2024-09-24T20:00Z,2024-09-24T15:55,2024-09-24T19:55Z,FE,Flight Early,,4Y,064,4Y,064,333,DAIKH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:30,2024-09-24T09:30Z,2024-09-24T11:42,2024-09-24T09:42Z,OT,Flight On Time,2,D24,HEL,2024-09-24T14:55,2024-09-24T11:55Z,,,OT,Flight On Time,,AY,1412,AY,1412,321,OHLZH,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T11:30,2024-09-24T09:30Z,2024-09-24T11:31,2024-09-24T09:31Z,OT,Flight On Time,1,A38,BRU,2024-09-24T12:30,2024-09-24T10:30Z,2024-09-24T12:27,2024-09-24T10:27Z,FE,Flight Early,,LH,1010,LH,1010,319,DAILI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T11:50,2024-09-24T09:50Z,OT,Flight On Time,1,A28,ACE,2024-09-24T15:05,2024-09-24T14:05Z,2024-09-24T15:06,2024-09-24T14:06Z,OT,Flight On Time,1,DE,1408,DE,1408,320,DAICI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T12:00,2024-09-24T10:00Z,DL,Flight Delayed,1,B54,NBO,2024-09-24T21:15,2024-09-24T18:15Z,2024-09-24T21:30,2024-09-24T18:30Z,DL,Flight Delayed,,LH,590,LH,590,333,DAIKQ,LD,Flight Landed,Passenger,,2024-09-24T21:50,2024-09-24T18:50Z,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T11:54,2024-09-24T09:54Z,OT,Flight On Time,1,B30,SKP,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:05,2024-09-24T12:05Z,OT,Flight On Time,,LH,1540,LH,1540,32A,DAIZX,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T11:44,2024-09-24T09:44Z,OT,Flight On Time,1,B44,IST,2024-09-24T15:50,2024-09-24T12:50Z,,,OT,Flight On Time,,TK,1588,TK,1588,332,TCJNB,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T12:07,2024-09-24T10:07Z,DL,Flight Delayed,1,C17,AYT,2024-09-24T16:10,2024-09-24T13:10Z,2024-09-24T16:31,2024-09-24T13:31Z,DL,Flight Delayed,,XQ,145,XQ,145,73H,TCSPV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:45,2024-09-24T09:45Z,2024-09-24T11:45,2024-09-24T09:45Z,OT,Flight On Time,1,B60,JFK,2024-09-24T14:25,2024-09-24T18:25Z,2024-09-24T14:06,2024-09-24T18:06Z,FE,Flight Early,7,DE,2016,DE,2016,339,DANRB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:45,2024-09-24T09:45Z,2024-09-24T12:07,2024-09-24T10:07Z,DL,Flight Delayed,1,A18,BER,2024-09-24T12:55,2024-09-24T10:55Z,2024-09-24T13:14,2024-09-24T11:14Z,DL,Flight Delayed,1,LH,182,LH,182,32A,DAIUN,LD,Flight Landed,Passenger,B07,,,,
FRA,2024-09-24T11:45,2024-09-24T09:45Z,2024-09-24T12:00,2024-09-24T10:00Z,OT,Flight On Time,1,B33,BHX,2024-09-24T12:20,2024-09-24T11:20Z,2024-09-24T12:34,2024-09-24T11:34Z,OT,Flight On Time,,LH,954,LH,954,CRK,EIHIC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:06,2024-09-24T10:06Z,DL,Flight Delayed,1,C20,RAK,2024-09-24T14:35,2024-09-24T13:35Z,2024-09-24T14:45,2024-09-24T13:45Z,DL,Flight Delayed,1,4Y,202,4Y,202,32A,DAIUV,LD,Flight Landed,Passenger,,2024-09-24T15:01,2024-09-24T14:01Z,,
FRA,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:01,2024-09-24T10:01Z,OT,Flight On Time,1,A50,NCE,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:37,2024-09-24T11:37Z,DL,Flight Delayed,1,LH,1060,LH,1060,320,DAIZI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:22,2024-09-24T10:22Z,DL,Flight Delayed,1,B27,TIA,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:22,2024-09-24T12:22Z,DL,Flight Delayed,,LH,1424,LH,1424,32M,DAIDC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:15,2024-09-24T10:15Z,OT,Flight On Time,1,B46,HRG,2024-09-24T17:35,2024-09-24T14:35Z,2024-09-24T17:54,2024-09-24T14:54Z,DL,Flight Delayed,1,DE,030,DE,030,75T,DABOM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:21,2024-09-24T10:21Z,DL,Flight Delayed,1,A16,HAM,2024-09-24T13:05,2024-09-24T11:05Z,2024-09-24T13:23,2024-09-24T11:23Z,DL,Flight Delayed,2,LH,014,LH,014,320,DAIZH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:27,2024-09-24T10:27Z,DL,Flight Delayed,1,A24,FCO,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:26,2024-09-24T12:26Z,DL,Flight Delayed,1,LH,234,LH,234,321,DAISV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:18,2024-09-24T10:18Z,DL,Flight Delayed,1,B24,LHR,2024-09-24T12:40,2024-09-24T11:40Z,2024-09-24T12:50,2024-09-24T11:50Z,DL,Flight Delayed,2,LH,906,LH,906,32N,DAINI,LD,Flight Landed,Passenger,,2024-09-24T13:08,2024-09-24T12:08Z,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:09,2024-09-24T10:09Z,OT,Flight On Time,1,A21,WAW,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T13:51,2024-09-24T11:51Z,DL,Flight Delayed,,LH,1348,LH,1348,32M,DAIDI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:16,2024-09-24T10:16Z,DL,Flight Delayed,2,D05,BEY,2024-09-24T16:50,2024-09-24T13:50Z,2024-09-24T17:14,2024-09-24T14:14Z,DL,Flight Delayed,,ME,218,ME,218,32Q,T7ME3,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:15,2024-09-24T09:15Z,2024-09-24T12:03,2024-09-24T10:03Z,DL,Flight Delayed,1,Z23,DTW,2024-09-24T14:15,2024-09-24T18:15Z,2024-09-24T14:57,2024-09-24T18:57Z,DL,Flight Delayed,E,LH,442,LH,442,343,DAIGZ,LD,Flight Landed,Passenger,D05,,,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T12:00,2024-09-24T10:00Z,DL,Flight Delayed,1,B54,NBO,2024-09-24T21:15,2024-09-24T18:15Z,2024-09-24T21:30,2024-09-24T18:30Z,DL,Flight Delayed,,LH,590,LH,590,333,DAIKQ,LD,Flight Landed,Passenger,,2024-09-24T21:50,2024-09-24T18:50Z,,
FRA,2024-09-24T11:40,2024-09-24T09:40Z,2024-09-24T12:07,2024-09-24T10:07Z,DL,Flight Delayed,1,C17,AYT,2024-09-24T16:10,2024-09-24T13:10Z,2024-09-24T16:31,2024-09-24T13:31Z,DL,Flight Delayed,,XQ,145,XQ,145,73H,TCSPV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:45,2024-09-24T09:45Z,2024-09-24T12:07,2024-09-24T10:07Z,DL,Flight Delayed,1,A18,BER,2024-09-24T12:55,2024-09-24T10:55Z,2024-09-24T13:14,2024-09-24T11:14Z,DL,Flight Delayed,1,LH,182,LH,182,32A,DAIUN,LD,Flight Landed,Passenger,B07,,,,
FRA,2024-09-24T11:45,2024-09-24T09:45Z,2024-09-24T12:00,2024-09-24T10:00Z,OT,Flight On Time,1,B33,BHX,2024-09-24T12:20,2024-09-24T11:20Z,2024-09-24T12:34,2024-09-24T11:34Z,OT,Flight On Time,,LH,954,LH,954,CRK,EIHIC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:06,2024-09-24T10:06Z,DL,Flight Delayed,1,C20,RAK,2024-09-24T14:35,2024-09-24T13:35Z,2024-09-24T14:45,2024-09-24T13:45Z,DL,Flight Delayed,1,4Y,202,4Y,202,32A,DAIUV,LD,Flight Landed,Passenger,,2024-09-24T15:01,2024-09-24T14:01Z,,
FRA,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:01,2024-09-24T10:01Z,OT,Flight On Time,1,A50,NCE,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T13:37,2024-09-24T11:37Z,DL,Flight Delayed,1,LH,1060,LH,1060,320,DAIZI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T11:50,2024-09-24T09:50Z,2024-09-24T12:22,2024-09-24T10:22Z,DL,Flight Delayed,1,B27,TIA,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:22,2024-09-24T12:22Z,DL,Flight Delayed,,LH,1424,LH,1424,32M,DAIDC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:15,2024-09-24T10:15Z,OT,Flight On Time,1,B46,HRG,2024-09-24T17:35,2024-09-24T14:35Z,2024-09-24T17:54,2024-09-24T14:54Z,DL,Flight Delayed,1,DE,030,DE,030,75T,DABOM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:21,2024-09-24T10:21Z,DL,Flight Delayed,1,A16,HAM,2024-09-24T13:05,2024-09-24T11:05Z,2024-09-24T13:23,2024-09-24T11:23Z,DL,Flight Delayed,2,LH,014,LH,014,320,DAIZH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:27,2024-09-24T10:27Z,DL,Flight Delayed,1,A24,FCO,2024-09-24T13:50,2024-09-24T11:50Z,2024-09-24T14:26,2024-09-24T12:26Z,DL,Flight Delayed,1,LH,234,LH,234,321,DAISV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:18,2024-09-24T10:18Z,DL,Flight Delayed,1,B24,LHR,2024-09-24T12:40,2024-09-24T11:40Z,2024-09-24T12:50,2024-09-24T11:50Z,DL,Flight Delayed,2,LH,906,LH,906,32N,DAINI,LD,Flight Landed,Passenger,,2024-09-24T13:08,2024-09-24T12:08Z,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:09,2024-09-24T10:09Z,OT,Flight On Time,1,A21,WAW,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T13:51,2024-09-24T11:51Z,DL,Flight Delayed,,LH,1348,LH,1348,32M,DAIDI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:00,2024-09-24T10:00Z,2024-09-24T12:16,2024-09-24T10:16Z,DL,Flight Delayed,2,D05,BEY,2024-09-24T16:50,2024-09-24T13:50Z,2024-09-24T17:14,2024-09-24T14:14Z,DL,Flight Delayed,,ME,218,ME,218,32Q,T7ME3,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:05,2024-09-24T10:05Z,2024-09-24T12:24,2024-09-24T10:24Z,DL,Flight Delayed,1,A01,BUD,2024-09-24T13:40,2024-09-24T11:40Z,2024-09-24T13:50,2024-09-24T11:50Z,DL,Flight Delayed,2A,LH,1338,LH,1338,32V,DAIWF,LD,Flight Landed,Passenger,,2024-09-24T14:09,2024-09-24T12:09Z,,
FRA,2024-09-24T12:05,2024-09-24T10:05Z,2024-09-24T12:21,2024-09-24T10:21Z,DL,Flight Delayed,1,A30,SPU,2024-09-24T13:45,2024-09-24T11:45Z,,,DL,Flight Delayed,,OU,413,OU,413,320,9ACTK,DP,Flight Departed,Passenger,,2024-09-24T14:01,2024-09-24T12:01Z,,
FRA,2024-09-24T12:10,2024-09-24T10:10Z,2024-09-24T12:19,2024-09-24T10:19Z,OT,Flight On Time,1,B04,TFS,2024-09-24T16:00,2024-09-24T15:00Z,2024-09-24T15:47,2024-09-24T14:47Z,FE,Flight Early,,4Y,306,4Y,306,32A,DAIUX,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:10,2024-09-24T10:10Z,2024-09-24T12:37,2024-09-24T10:37Z,DL,Flight Delayed,1,A04,LJU,2024-09-24T13:20,2024-09-24T11:20Z,2024-09-24T14:03,2024-09-24T12:03Z,DL,Flight Delayed,,LH,1462,LH,1462,CRK,EIHIB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T12:10,2024-09-24T10:10Z,2024-09-24T12:25,2024-09-24T10:25Z,OT,Flight On Time,1,B45,HND,2024-09-25T08:10,2024-09-24T23:10Z,2024-09-25T07:58,2024-09-24T22:58Z,FE,Flight Early,,NH,204,NH,204,789,JA934A,LD,Flight Landed,Passenger,,,,,
