Departure_AirportCode,Departure_ScheduledTimeLocal_DateTime,Departure_ScheduledTimeUTC_DateTime,Departure_ActualTimeLocal_DateTime,Departure_ActualTimeUTC_DateTime,Departure_TimeStatus_Code,Departure_TimeStatus_Definition,Departure_Terminal_Name,Departure_Terminal_Gate,Arrival_AirportCode,Arrival_ScheduledTimeLocal_DateTime,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeLocal_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code,Arrival_TimeStatus_Definition,Arrival_Terminal_Name,MarketingCarrier_AirlineID,MarketingCarrier_FlightNumber,OperatingCarrier_AirlineID,OperatingCarrier_FlightNumber,Equipment_AircraftCode,Equipment_AircraftRegistration,FlightStatus_Code,FlightStatus_Definition,ServiceType,Arrival_Terminal_Gate,Arrival_EstimatedTimeLocal_DateTime,Arrival_EstimatedTimeUTC_DateTime,Departure_EstimatedTimeLocal_DateTime,Departure_EstimatedTimeUTC_DateTime
FRA,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T14:08,2024-09-24T12:08Z,OT,Flight On Time,1,B22,YYZ,2024-09-24T16:20,2024-09-24T20:20Z,2024-09-24T16:18,2024-09-24T20:18Z,FE,Flight Early,1,LH,470,LH,470,744,DABTK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:55,2024-09-24T11:55Z,2024-09-24T13:58,2024-09-24T11:58Z,OT,Flight On Time,1,Z19,IAH,2024-09-24T17:50,2024-09-24T22:50Z,,,OT,Flight On Time,E,UA,047,UA,047,777,N77014,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T15:12,2024-09-24T13:12Z,DL,Flight Delayed,1,B01,JSI,2024-09-24T17:30,2024-09-24T14:30Z,2024-09-24T18:34,2024-09-24T15:34Z,DL,Flight Delayed,,4Y,1212,4Y,1212,32A,DAIUZ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:00,2024-09-24T12:00Z,2024-09-24T14:04,2024-09-24T12:04Z,OT,Flight On Time,1,B31,LHR,2024-09-24T14:40,2024-09-24T13:40Z,2024-09-24T14:27,2024-09-24T13:27Z,FE,Flight Early,2,LH,908,LH,908,32N,DAINC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T14:20,2024-09-24T12:20Z,OT,Flight On Time,1,B48,LAX,2024-09-24T16:55,2024-09-24T23:55Z,2024-09-24T16:48,2024-09-24T23:48Z,FE,Flight Early,B,DE,2080,DE,2080,339,DANRD,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T14:23,2024-09-24T12:23Z,DL,Flight Delayed,1,B58,DXB,2024-09-24T22:35,2024-09-24T18:35Z,2024-09-24T22:39,2024-09-24T18:39Z,DL,Flight Delayed,1,LH,630,LH,630,333,DAIKN,LD,Flight Landed,Passenger,D21,2024-09-24T22:57,2024-09-24T18:57Z,,
FRA,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T14:18,2024-09-24T12:18Z,OT,Flight On Time,1,A20,BCN,2024-09-24T16:10,2024-09-24T14:10Z,2024-09-24T16:23,2024-09-24T14:23Z,OT,Flight On Time,1,LH,1134,LH,1134,321,DAIRK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T16:24,2024-09-24T14:24Z,DL,Flight Delayed,1,C13,AYT,2024-09-24T18:35,2024-09-24T15:35Z,2024-09-24T20:44,2024-09-24T17:44Z,DL,Flight Delayed,,XQ,147,XQ,147,7M8,TCSML,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:15,2024-09-24T12:15Z,2024-09-24T14:18,2024-09-24T12:18Z,OT,Flight On Time,1,A40,HER,2024-09-24T18:15,2024-09-24T15:15Z,,,OT,Flight On Time,,A3,431,A3,431,320,SXDGC,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T14:15,2024-09-24T12:15Z,2024-09-24T14:15,2024-09-24T12:15Z,OT,Flight On Time,1,B46,TFU,2024-09-25T06:20,2024-09-24T22:20Z,,,OT,Flight On Time,1,CA,432,CA,432,333,B8689,DP,Flight Departed,Passenger,,2024-09-25T06:20,2024-09-24T22:20Z,,
FRA,2024-09-24T14:15,2024-09-24T12:15Z,2024-09-24T14:23,2024-09-24T12:23Z,OT,Flight On Time,2,D04,CAN,2024-09-25T07:45,2024-09-24T23:45Z,,,OT,Flight On Time,2,CZ,332,CZ,332,359,B309W,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T14:20,2024-09-24T12:20Z,2024-09-24T14:19,2024-09-24T12:19Z,FE,Flight Early,1,B09,KGS,2024-09-24T18:25,2024-09-24T15:25Z,2024-09-24T18:22,2024-09-24T15:22Z,FE,Flight Early,,DE,1590,DE,1590,32B,DATCG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:20,2024-09-24T12:20Z,2024-09-24T14:30,2024-09-24T12:30Z,OT,Flight On Time,1,B61,YUL,2024-09-24T16:05,2024-09-24T20:05Z,2024-09-24T15:51,2024-09-24T19:51Z,FE,Flight Early,,LH,478,LH,478,78S,DABPC,LD,Flight Landed,Passenger,A61,,,,
FRA,2024-09-24T14:20,2024-09-24T12:20Z,2024-09-24T14:36,2024-09-24T12:36Z,DL,Flight Delayed,1,A24,TLL,2024-09-24T17:40,2024-09-24T14:40Z,2024-09-24T17:50,2024-09-24T14:50Z,DL,Flight Delayed,,LH,882,LH,882,32N,DAIJD,LD,Flight Landed,Passenger,,2024-09-24T18:06,2024-09-24T15:06Z,,
FRA,2024-09-24T14:25,2024-09-24T12:25Z,2024-09-24T14:25,2024-09-24T12:25Z,OT,Flight On Time,1,B04,HER,2024-09-24T18:30,2024-09-24T15:30Z,2024-09-24T18:36,2024-09-24T15:36Z,OT,Flight On Time,,DE,1662,DE,1662,320,LZFBH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:25,2024-09-24T12:25Z,2024-09-24T14:50,2024-09-24T12:50Z,DL,Flight Delayed,1,A38,SKG,2024-09-24T17:50,2024-09-24T14:50Z,2024-09-24T18:05,2024-09-24T15:05Z,DL,Flight Delayed,,LH,1556,LH,1556,32N,DAINA,LD,Flight Landed,Passenger,,2024-09-24T18:30,2024-09-24T15:30Z,,
FRA,2024-09-24T14:30,2024-09-24T12:30Z,2024-09-24T14:30,2024-09-24T12:30Z,OT,Flight On Time,1,B42,MIA,2024-09-24T19:10,2024-09-24T23:10Z,2024-09-24T18:49,2024-09-24T22:49Z,FE,Flight Early,,DE,2044,DE,2044,339,DANRL,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:30,2024-09-24T12:30Z,2024-09-24T14:53,2024-09-24T12:53Z,DL,Flight Delayed,1,B32,TUN,2024-09-24T15:50,2024-09-24T14:50Z,2024-09-24T16:00,2024-09-24T15:00Z,DL,Flight Delayed,M,LH,1322,LH,1322,321,DAIRN,LD,Flight Landed,Passenger,,2024-09-24T16:23,2024-09-24T15:23Z,,
FRA,2024-09-24T14:30,2024-09-24T12:30Z,2024-09-24T15:19,2024-09-24T13:19Z,DL,Flight Delayed,1,A23,OTP,2024-09-24T17:50,2024-09-24T14:50Z,2024-09-24T18:34,2024-09-24T15:34Z,DL,Flight Delayed,,LH,1420,LH,1420,32N,DAIJB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:35,2024-09-24T12:35Z,2024-09-24T14:28,2024-09-24T12:28Z,FE,Flight Early,,E06,TUN,2024-09-24T15:55,2024-09-24T14:55Z,,,FE,Flight Early,,TU,745,TU,745,32L,TSITA,DP,Flight Departed,Passenger,,2024-09-24T15:53,2024-09-24T14:53Z,,
FRA,2024-09-24T14:45,2024-09-24T12:45Z,2024-09-24T14:50,2024-09-24T12:50Z,OT,Flight On Time,1,A11,BER,2024-09-24T15:55,2024-09-24T13:55Z,2024-09-24T16:07,2024-09-24T14:07Z,OT,Flight On Time,1,LH,188,LH,188,320,DAIZB,LD,Flight Landed,Passenger,B02,,,,
FRA,2024-09-24T14:45,2024-09-24T12:45Z,2024-09-24T15:29,2024-09-24T13:29Z,DL,Flight Delayed,1,B26,BKK,2024-09-25T06:25,2024-09-24T23:25Z,,,DL,Flight Delayed,,TG,921,TG,921,77W,HSTKX,DP,Flight Departed,Passenger,,2024-09-25T07:09,2024-09-25T00:09Z,,
FRA,2024-09-24T14:50,2024-09-24T12:50Z,2024-09-24T14:55,2024-09-24T12:55Z,OT,Flight On Time,1,C14,RSW,2024-09-24T19:20,2024-09-24T23:20Z,2024-09-24T19:25,2024-09-24T23:25Z,OT,Flight On Time,,4Y,060,4Y,060,332,DAXGF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:50,2024-09-24T12:50Z,2024-09-24T15:21,2024-09-24T13:21Z,DL,Flight Delayed,1,A19,SOF,2024-09-24T18:05,2024-09-24T15:05Z,2024-09-24T18:23,2024-09-24T15:23Z,DL,Flight Delayed,2,LH,1430,LH,1430,32A,DAIUM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T14:55,2024-09-24T12:55Z,,,NO,No status,1,C13,ADB,2024-09-24T19:05,2024-09-24T16:05Z,,,NO,No status,,XQ,971,XQ,971,7M8,TCSMA,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T15:00,2024-09-24T13:00Z,2024-09-24T15:04,2024-09-24T13:04Z,OT,Flight On Time,1,A21,HAM,2024-09-24T16:05,2024-09-24T14:05Z,2024-09-24T16:05,2024-09-24T14:05Z,OT,Flight On Time,2,LH,020,LH,020,320,DAIZD,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:00,2024-09-24T13:00Z,,,NO,No status,1,Z22,PVG,2024-09-25T09:15,2024-09-25T01:15Z,,,NO,No status,2,LH,728,LH,728,346,DAIHV,CD,Flight Cancelled,Passenger,,,,,
FRA,2024-09-24T15:00,2024-09-24T13:00Z,2024-09-24T14:53,2024-09-24T12:53Z,FE,Flight Early,1,B27,LHR,2024-09-24T15:40,2024-09-24T14:40Z,2024-09-24T15:28,2024-09-24T14:28Z,FE,Flight Early,2,LH,910,LH,910,32N,DAINV,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:00,2024-09-24T13:00Z,2024-09-24T14:58,2024-09-24T12:58Z,FE,Flight Early,1,A26,ZRH,2024-09-24T15:55,2024-09-24T13:55Z,2024-09-24T15:53,2024-09-24T13:53Z,FE,Flight Early,,LX,1073,LX,1073,E90,HBJVM,LD,Flight Landed,Passenger,A75,,,,
FRA,2024-09-24T15:05,2024-09-24T13:05Z,2024-09-24T15:17,2024-09-24T13:17Z,OT,Flight On Time,1,B11,SMI,2024-09-24T19:05,2024-09-24T16:05Z,2024-09-24T19:08,2024-09-24T16:08Z,OT,Flight On Time,,DE,1758,DE,1758,32N,DANCZ,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:05,2024-09-24T13:05Z,2024-09-24T15:10,2024-09-24T13:10Z,OT,Flight On Time,1,B25,IST,2024-09-24T19:15,2024-09-24T16:15Z,,,OT,Flight On Time,,TK,1592,TK,1592,333,TCJIR,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T15:10,2024-09-24T13:10Z,2024-09-24T15:16,2024-09-24T13:16Z,OT,Flight On Time,1,A18,VLC,2024-09-24T17:35,2024-09-24T15:35Z,2024-09-24T17:36,2024-09-24T15:36Z,OT,Flight On Time,,LH,1464,LH,1464,32N,DAINB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:15,2024-09-24T13:15Z,2024-09-24T15:31,2024-09-24T13:31Z,DL,Flight Delayed,1,A15,MUC,2024-09-24T16:10,2024-09-24T14:10Z,2024-09-24T16:25,2024-09-24T14:25Z,DL,Flight Delayed,2,LH,110,LH,110,78S,DABPA,LD,Flight Landed,Passenger,G28,2024-09-24T16:41,2024-09-24T14:41Z,,
FRA,2024-09-24T15:25,2024-09-24T13:25Z,2024-09-24T15:37,2024-09-24T13:37Z,OT,Flight On Time,1,Z52,ICN,2024-09-25T09:55,2024-09-25T00:55Z,2024-09-25T09:43,2024-09-25T00:43Z,FE,Flight Early,1,LH,712,LH,712,74H,DABYS,LD,Flight Landed,Passenger,043,,,,
FRA,2024-09-24T15:25,2024-09-24T13:25Z,2024-09-24T15:51,2024-09-24T13:51Z,DL,Flight Delayed,1,Z25,PEK,2024-09-25T08:30,2024-09-25T00:30Z,2024-09-25T08:35,2024-09-25T00:35Z,DL,Flight Delayed,3,LH,720,LH,720,343,DAIGP,LD,Flight Landed,Passenger,E09,2024-09-25T09:01,2024-09-25T01:01Z,,
FRA,2024-09-24T15:25,2024-09-24T13:25Z,2024-09-24T15:38,2024-09-24T13:38Z,OT,Flight On Time,1,A56,VNO,2024-09-24T18:30,2024-09-24T15:30Z,2024-09-24T18:31,2024-09-24T15:31Z,OT,Flight On Time,,LH,896,LH,896,320,DAIQT,LD,Flight Landed,Passenger,A15,,,,
FRA,2024-09-24T15:25,2024-09-24T13:25Z,2024-09-24T16:00,2024-09-24T14:00Z,DL,Flight Delayed,1,B24,CAI,2024-09-24T20:20,2024-09-24T17:20Z,,,DL,Flight Delayed,3,MS,786,MS,786,32N,SUGEK,DP,Flight Departed,Passenger,,2024-09-24T20:55,2024-09-24T17:55Z,,
FRA,2024-09-24T15:25,2024-09-24T13:25Z,,,OT,Flight On Time,1,A30,CPH,2024-09-24T16:50,2024-09-24T14:50Z,,,OT,Flight On Time,3,SK,676,SK,676,320,,NA,No status,Passenger,,,,,
FRA,2024-09-24T15:40,2024-09-24T13:40Z,2024-09-24T15:55,2024-09-24T13:55Z,OT,Flight On Time,1,B44,YYZ,2024-09-24T17:55,2024-09-24T21:55Z,2024-09-24T18:24,2024-09-24T22:24Z,DL,Flight Delayed,3,DE,2404,DE,2404,339,DANRO,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:40,2024-09-24T13:40Z,2024-09-24T16:22,2024-09-24T14:22Z,DL,Flight Delayed,1,B22,DUB,2024-09-24T16:50,2024-09-24T15:50Z,2024-09-24T17:32,2024-09-24T16:32Z,DL,Flight Delayed,1,LH,980,LH,980,32V,DAIWH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:45,2024-09-24T13:45Z,2024-09-24T15:45,2024-09-24T13:45Z,OT,Flight On Time,1,B62,YHZ,2024-09-24T17:50,2024-09-24T20:50Z,2024-09-24T17:53,2024-09-24T20:53Z,OT,Flight On Time,,DE,2414,DE,2414,339,DANRM,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:45,2024-09-24T13:45Z,2024-09-24T17:04,2024-09-24T15:04Z,DL,Flight Delayed,1,A40,BER,2024-09-24T16:55,2024-09-24T14:55Z,2024-09-24T18:03,2024-09-24T16:03Z,DL,Flight Delayed,1,LH,190,LH,190,320,DAIZJ,LD,Flight Landed,Passenger,B07,,,,
FRA,2024-09-24T15:50,2024-09-24T13:50Z,2024-09-24T16:00,2024-09-24T14:00Z,OT,Flight On Time,1,A20,OLB,2024-09-24T17:45,2024-09-24T15:45Z,2024-09-24T17:57,2024-09-24T15:57Z,OT,Flight On Time,,LH,320,LH,320,319,DAIBG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:50,2024-09-24T13:50Z,2024-09-24T15:51,2024-09-24T13:51Z,OT,Flight On Time,1,A40,VIE,2024-09-24T17:15,2024-09-24T15:15Z,2024-09-24T17:09,2024-09-24T15:09Z,FE,Flight Early,3,OS,212,OS,212,320,OELXC,LD,Flight Landed,Passenger,F08A,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:39,2024-09-24T14:39Z,DL,Flight Delayed,1,B33,LCY,2024-09-24T16:25,2024-09-24T15:25Z,2024-09-24T16:55,2024-09-24T15:55Z,DL,Flight Delayed,,EN,8776,EN,8776,E90,IJEND,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:10,2024-09-24T14:10Z,OT,Flight On Time,1,A19,HAM,2024-09-24T17:05,2024-09-24T15:05Z,2024-09-24T17:16,2024-09-24T15:16Z,OT,Flight On Time,2,LH,022,LH,022,319,DAILI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:06,2024-09-24T14:06Z,OT,Flight On Time,1,A36,ARN,2024-09-24T18:05,2024-09-24T16:05Z,2024-09-24T18:10,2024-09-24T16:10Z,OT,Flight On Time,5,LH,804,LH,804,32M,DAISO,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:09,2024-09-24T14:09Z,OT,Flight On Time,1,A24,OSL,2024-09-24T18:00,2024-09-24T16:00Z,2024-09-24T18:00,2024-09-24T16:00Z,OT,Flight On Time,,LH,858,LH,858,321,DAISR,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:07,2024-09-24T14:07Z,OT,Flight On Time,1,B41,LHR,2024-09-24T16:40,2024-09-24T15:40Z,2024-09-24T16:32,2024-09-24T15:32Z,FE,Flight Early,2,LH,914,LH,914,32N,DAINF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T13:35,2024-09-24T11:35Z,2024-09-24T17:15,2024-09-24T15:15Z,DL,Flight Delayed,1,Z20,SFO,2024-09-24T16:00,2024-09-24T23:00Z,,,DL,Flight Delayed,I,UA,059,UA,059,77W,N2352U,DP,Flight Departed,Passenger,,2024-09-24T19:40,2024-09-25T02:40Z,,
FRA,2024-09-24T14:05,2024-09-24T12:05Z,2024-09-24T16:24,2024-09-24T14:24Z,DL,Flight Delayed,1,C13,AYT,2024-09-24T18:35,2024-09-24T15:35Z,2024-09-24T20:44,2024-09-24T17:44Z,DL,Flight Delayed,,XQ,147,XQ,147,7M8,TCSML,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:25,2024-09-24T13:25Z,2024-09-24T16:00,2024-09-24T14:00Z,DL,Flight Delayed,1,B24,CAI,2024-09-24T20:20,2024-09-24T17:20Z,,,DL,Flight Delayed,3,MS,786,MS,786,32N,SUGEK,DP,Flight Departed,Passenger,,2024-09-24T20:55,2024-09-24T17:55Z,,
FRA,2024-09-24T15:40,2024-09-24T13:40Z,2024-09-24T16:22,2024-09-24T14:22Z,DL,Flight Delayed,1,B22,DUB,2024-09-24T16:50,2024-09-24T15:50Z,2024-09-24T17:32,2024-09-24T16:32Z,DL,Flight Delayed,1,LH,980,LH,980,32V,DAIWH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T15:45,2024-09-24T13:45Z,2024-09-24T17:04,2024-09-24T15:04Z,DL,Flight Delayed,1,A40,BER,2024-09-24T16:55,2024-09-24T14:55Z,2024-09-24T18:03,2024-09-24T16:03Z,DL,Flight Delayed,1,LH,190,LH,190,320,DAIZJ,LD,Flight Landed,Passenger,B07,,,,
FRA,2024-09-24T15:50,2024-09-24T13:50Z,2024-09-24T16:00,2024-09-24T14:00Z,OT,Flight On Time,1,A20,OLB,2024-09-24T17:45,2024-09-24T15:45Z,2024-09-24T17:57,2024-09-24T15:57Z,OT,Flight On Time,,LH,320,LH,320,319,DAIBG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:39,2024-09-24T14:39Z,DL,Flight Delayed,1,B33,LCY,2024-09-24T16:25,2024-09-24T15:25Z,2024-09-24T16:55,2024-09-24T15:55Z,DL,Flight Delayed,,EN,8776,EN,8776,E90,IJEND,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:10,2024-09-24T14:10Z,OT,Flight On Time,1,A19,HAM,2024-09-24T17:05,2024-09-24T15:05Z,2024-09-24T17:16,2024-09-24T15:16Z,OT,Flight On Time,2,LH,022,LH,022,319,DAILI,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:06,2024-09-24T14:06Z,OT,Flight On Time,1,A36,ARN,2024-09-24T18:05,2024-09-24T16:05Z,2024-09-24T18:10,2024-09-24T16:10Z,OT,Flight On Time,5,LH,804,LH,804,32M,DAISO,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:09,2024-09-24T14:09Z,OT,Flight On Time,1,A24,OSL,2024-09-24T18:00,2024-09-24T16:00Z,2024-09-24T18:00,2024-09-24T16:00Z,OT,Flight On Time,,LH,858,LH,858,321,DAISR,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:00,2024-09-24T14:00Z,2024-09-24T16:07,2024-09-24T14:07Z,OT,Flight On Time,1,B41,LHR,2024-09-24T16:40,2024-09-24T15:40Z,2024-09-24T16:32,2024-09-24T15:32Z,FE,Flight Early,2,LH,914,LH,914,32N,DAINF,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:05,2024-09-24T14:05Z,2024-09-24T16:17,2024-09-24T14:17Z,OT,Flight On Time,1,B10,FCO,2024-09-24T17:55,2024-09-24T15:55Z,2024-09-24T17:54,2024-09-24T15:54Z,FE,Flight Early,1,LH,236,LH,236,319,DAILD,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:05,2024-09-24T14:05Z,2024-09-24T16:14,2024-09-24T14:14Z,OT,Flight On Time,1,A26,BOD,2024-09-24T17:50,2024-09-24T15:50Z,2024-09-24T17:51,2024-09-24T15:51Z,OT,Flight On Time,A,LH,1084,LH,1084,32A,DAIZR,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:05,2024-09-24T14:05Z,2024-09-24T16:23,2024-09-24T14:23Z,DL,Flight Delayed,1,A34,BCN,2024-09-24T18:10,2024-09-24T16:10Z,2024-09-24T18:21,2024-09-24T16:21Z,DL,Flight Delayed,1,LH,1132,LH,1132,32V,DAIWA,LD,Flight Landed,Passenger,,2024-09-24T18:39,2024-09-24T16:39Z,,
FRA,2024-09-24T16:10,2024-09-24T14:10Z,2024-09-24T16:54,2024-09-24T14:54Z,DL,Flight Delayed,1,B05,GVA,2024-09-24T17:15,2024-09-24T15:15Z,2024-09-24T18:00,2024-09-24T16:00Z,DL,Flight Delayed,,EN,8100,EN,8100,E90,IJENH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:15,2024-09-24T14:15Z,2024-09-24T16:36,2024-09-24T14:36Z,DL,Flight Delayed,1,A69,PMI,2024-09-24T18:20,2024-09-24T16:20Z,2024-09-24T18:49,2024-09-24T16:49Z,DL,Flight Delayed,,4Y,514,4Y,514,32A,DAIUY,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:15,2024-09-24T14:15Z,,,NO,No status,1,B04,PSA,2024-09-24T17:45,2024-09-24T15:45Z,,,NO,No status,,EN,8872,EN,8872,E95,IADJS,CD,Flight Cancelled,Passenger,,2024-09-24T17:58,2024-09-24T15:58Z,2024-09-24T16:30,2024-09-24T14:30Z
FRA,2024-09-24T16:15,2024-09-24T14:15Z,2024-09-24T16:32,2024-09-24T14:32Z,DL,Flight Delayed,1,A16,MUC,2024-09-24T17:10,2024-09-24T15:10Z,2024-09-24T17:27,2024-09-24T15:27Z,DL,Flight Delayed,2,LH,112,LH,112,32M,DAIDH,LD,Flight Landed,Passenger,G14,,,,
FRA,2024-09-24T16:15,2024-09-24T14:15Z,2024-09-24T16:31,2024-09-24T14:31Z,DL,Flight Delayed,1,A02,LIN,2024-09-24T17:25,2024-09-24T15:25Z,2024-09-24T17:43,2024-09-24T15:43Z,DL,Flight Delayed,,LH,274,LH,274,319,DAILC,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:15,2024-09-24T14:15Z,2024-09-24T16:20,2024-09-24T14:20Z,OT,Flight On Time,2,D05,JED,2024-09-24T23:10,2024-09-24T20:10Z,,,OT,Flight On Time,1,SV,168,SV,168,320,HZASG,DP,Flight Departed,Passenger,,,,,
FRA,2024-09-24T16:20,2024-09-24T14:20Z,2024-09-24T18:42,2024-09-24T16:42Z,DL,Flight Delayed,1,A36,DBV,2024-09-24T18:10,2024-09-24T16:10Z,2024-09-24T20:29,2024-09-24T18:29Z,DL,Flight Delayed,,4Y,900,4Y,900,32A,DAIUT,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:20,2024-09-24T14:20Z,2024-09-24T16:18,2024-09-24T14:18Z,FE,Flight Early,1,B23,EDI,2024-09-24T17:20,2024-09-24T16:20Z,2024-09-24T17:19,2024-09-24T16:19Z,FE,Flight Early,,LH,964,LH,964,32A,DAIZT,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:25,2024-09-24T14:25Z,2024-09-24T16:31,2024-09-24T14:31Z,OT,Flight On Time,1,A68,AMS,2024-09-24T17:35,2024-09-24T15:35Z,2024-09-24T17:53,2024-09-24T15:53Z,DL,Flight Delayed,,LH,996,LH,996,319,DAIBB,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:25,2024-09-24T14:25Z,2024-09-24T16:27,2024-09-24T14:27Z,OT,Flight On Time,1,A17,BRU,2024-09-24T17:25,2024-09-24T15:25Z,2024-09-24T17:21,2024-09-24T15:21Z,FE,Flight Early,,LH,1016,LH,1016,32A,DAIZW,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:25,2024-09-24T14:25Z,2024-09-24T16:42,2024-09-24T14:42Z,DL,Flight Delayed,1,A08,NTE,2024-09-24T18:00,2024-09-24T16:00Z,2024-09-24T18:18,2024-09-24T16:18Z,DL,Flight Delayed,,LH,1056,LH,1056,CRK,EIHIA,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:25,2024-09-24T14:25Z,2024-09-24T16:32,2024-09-24T14:32Z,OT,Flight On Time,1,A56,TLS,2024-09-24T18:10,2024-09-24T16:10Z,2024-09-24T18:20,2024-09-24T16:20Z,OT,Flight On Time,,LH,1098,LH,1098,319,DAIBH,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:30,2024-09-24T14:30Z,2024-09-24T16:50,2024-09-24T14:50Z,DL,Flight Delayed,1,A30,BLQ,2024-09-24T17:50,2024-09-24T15:50Z,2024-09-24T18:06,2024-09-24T16:06Z,DL,Flight Delayed,,LH,288,LH,288,32V,DAIWG,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:30,2024-09-24T14:30Z,2024-09-24T16:56,2024-09-24T14:56Z,DL,Flight Delayed,1,B12,VCE,2024-09-24T17:50,2024-09-24T15:50Z,2024-09-24T18:08,2024-09-24T16:08Z,DL,Flight Delayed,,LH,328,LH,328,319,DAILK,LD,Flight Landed,Passenger,,,,,
FRA,2024-09-24T16:30,2024-09-24T14:30Z,2024-09-24T16:39,2024-09-24T14:39Z,OT,Flight On Time,1,A15,CDG,2024-09-24T17:45,2024-09-24T15:45Z,2024-09-24T17:52,2024-09-24T15:52Z,OT,Flight On Time,1,LH,1040,LH,1040,32M,DAISK,LD,Flight Landed,Passenger,065,,,,
FRA,2024-09-24T16:30,2024-09-24T14:30Z,2024-09-24T16:45,2024-09-24T14:45Z,OT,Flight On Time,1,A28,MRS,2024-09-24T18:05,2024-09-24T16:05Z,2024-09-24T18:09,2024-09-24T16:09Z,OT,Flight On Time,1,LH,1088,LH,1088,320,DAIZM,LD,Flight Landed,Passenger,,,,,
